Question,Answer,Notes
What is the author ID of Maarten Sap?,2729164,##Title: Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting
What is the H-index of Maarten Sap?,36,##Title: Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting
What is the semantic scholar author name of Maarten Sap?,Maarten Sap,##Title: Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting
What is the semantic scholar author name of Maarten Sap?,https://www.semanticscholar.org/author/2729164,##Title: Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting
What are affiliation of Maarten Sap?,"Carnegie Mellon University, Allen Institute for AI",##Title: Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting
What is the paper ID of the paper Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting?,a89c30ceca55783a1b2ff843eb6a4793e4a54b66,##Title: Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting
What are the external IDs of the paper Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting?,"{'ArXiv': '2305.14755', 'DBLP': 'journals/corr/abs-2305-14755', 'DOI': '10.48550/arXiv.2305.14755', 'CorpusId': 258865793}",##Title: Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting
What is the URL of the paper Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting?,https://www.semanticscholar.org/paper/a89c30ceca55783a1b2ff843eb6a4793e4a54b66,##Title: Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting
What is the abstract of the paper 'Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting'?,"Most existing stylistic text rewriting methods and evaluation metrics operate on a sentence level, but ignoring the broader context of the text can lead to preferring generic, ambiguous, and incoherent rewrites. In this paper, we investigate integrating the preceding textual context into both the $\textit{rewriting}$ and $\textit{evaluation}$ stages of stylistic text rewriting, and introduce a new composite contextual evaluation metric $\texttt{CtxSimFit}$ that combines similarity to the original sentence with contextual cohesiveness. We comparatively evaluate non-contextual and contextual rewrites in formality, toxicity, and sentiment transfer tasks. Our experiments show that humans significantly prefer contextual rewrites as more fitting and natural over non-contextual ones, yet existing sentence-level automatic metrics (e.g., ROUGE, SBERT) correlate poorly with human preferences ($\rho$=0--0.3). In contrast, human preferences are much better reflected by both our novel $\texttt{CtxSimFit}$ ($\rho$=0.7--0.9) as well as proposed context-infused versions of common metrics ($\rho$=0.4--0.7). Overall, our findings highlight the importance of integrating context into the generation and especially the evaluation stages of stylistic text rewriting.",##Title: Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting
In which venue was the paper 'Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting' published?,arXiv.org,##Title: Don't Take This Out of Context! On the Need for Contextual Models and Evaluations for Stylistic Rewriting
