Question,Answer,Notes
What is the author ID of Yulia Tsvetkov?,145317727,##Title: Understanding Ethics in NLP Authoring and Reviewing
What is the H-index of Yulia Tsvetkov?,33,##Title: Understanding Ethics in NLP Authoring and Reviewing
What is the semantic scholar author name of Yulia Tsvetkov?,Yulia Tsvetkov,##Title: Understanding Ethics in NLP Authoring and Reviewing
What is the semantic scholar url of Yulia Tsvetkov?,https://www.semanticscholar.org/author/145317727,##Title: Understanding Ethics in NLP Authoring and Reviewing
What are affiliation of Yulia Tsvetkov?,Carnegie Mellon University,##Title: Understanding Ethics in NLP Authoring and Reviewing
What is the paper ID of the paper Understanding Ethics in NLP Authoring and Reviewing?,12902f724619344dfeae330043c4b7b1c9d99bd0,##Title: Understanding Ethics in NLP Authoring and Reviewing
What are the external IDs of the paper Understanding Ethics in NLP Authoring and Reviewing?,"{'ACL': '2023.eacl-tutorials.4', 'DOI': '10.18653/v1/2023.eacl-tutorials.4', 'CorpusId': 258378232}",##Title: Understanding Ethics in NLP Authoring and Reviewing
What is the URL of the paper Understanding Ethics in NLP Authoring and Reviewing?,https://www.semanticscholar.org/paper/12902f724619344dfeae330043c4b7b1c9d99bd0,##Title: Understanding Ethics in NLP Authoring and Reviewing
What is the abstract of the paper 'Understanding Ethics in NLP Authoring and Reviewing'?,"With NLP research now quickly being transferred into real-world applications, it is important to be aware of and think through the consequences of our scientific investigation. Such ethical considerations are important in both authoring and reviewing. This tutorial will equip participants with basic guidelines for thinking deeply about ethical issues and review common considerations that recur in NLP research. The methodology is interactive and participatory, including case studies and working in groups. Importantly, the participants will be co-building the tutorial outcomes and will be working to create further tutorial materials to share as public outcomes.",##Title: Understanding Ethics in NLP Authoring and Reviewing
In which venue was the paper 'Understanding Ethics in NLP Authoring and Reviewing' published?,Conference of the European Chapter of the Association for Computational Linguistics,##Title: Understanding Ethics in NLP Authoring and Reviewing
In what year was the paper 'Understanding Ethics in NLP Authoring and Reviewing' published?,2023,##Title: Understanding Ethics in NLP Authoring and Reviewing
How many references are in the paper 'Understanding Ethics in NLP Authoring and Reviewing'?,37,##Title: Understanding Ethics in NLP Authoring and Reviewing
How many citations does the paper 'Understanding Ethics in NLP Authoring and Reviewing' have?,0,##Title: Understanding Ethics in NLP Authoring and Reviewing
What is the citation count of 'Understanding Ethics in NLP Authoring and Reviewing' have?,0,##Title: Understanding Ethics in NLP Authoring and Reviewing
How many influential citations does the paper 'Understanding Ethics in NLP Authoring and Reviewing' have?,0,##Title: Understanding Ethics in NLP Authoring and Reviewing
Is the paper 'Understanding Ethics in NLP Authoring and Reviewing' open access?,Yes,##Title: Understanding Ethics in NLP Authoring and Reviewing
What is the open access PDF URL of the paper titled 'Understanding Ethics in NLP Authoring and Reviewing'?,https://aclanthology.org/2023.eacl-tutorials.4.pdf,##Title: Understanding Ethics in NLP Authoring and Reviewing
What are the fields of study for the paper 'Understanding Ethics in NLP Authoring and Reviewing'?,fields not available,##Title: Understanding Ethics in NLP Authoring and Reviewing
What is the journal name for the paper 'Understanding Ethics in NLP Authoring and Reviewing'?,Proceedings of the 17th Conference of the European Chapter of the Association for Computational Linguistics: Tutorial Abstracts,##Title: Understanding Ethics in NLP Authoring and Reviewing
Who are the authors of the paper 'Understanding Ethics in NLP Authoring and Reviewing'?,"Luciana Benotti, Karen Fort, Min-Yen Kan, Yulia Tsvetkov",##Title: Understanding Ethics in NLP Authoring and Reviewing
Who is the first author of the paper 'Understanding Ethics in NLP Authoring and Reviewing'?,Luciana Benotti,##Title: Understanding Ethics in NLP Authoring and Reviewing
What is the TLDR summary of the paper 'Understanding Ethics in NLP Authoring and Reviewing'?,This tutorial will equip participants with basic guidelines for thinking deeply about ethical issues and review common considerations that recur in NLP research.,##Title: Understanding Ethics in NLP Authoring and Reviewing
